Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2/6/2017,Consumer Loan,Installment loan,Managing the loan or lease,,"Not much happened other than the capitalist rise in America! 

Due to divorce I had to file bankruptcy. My credit was great until divorce. The ex was not helping with our debt anymore so I filed for bankruptcy. 

This has begun a long arduous journey of restoring my credit. Because I am post bankruptcy I did not have access to any loans. I got many credit card offers, many of them at the max APR and usually with a $ XXXX $ XXXX+ annual fee, just to have the low balance terrible interest card. 

I did have access to installment loans. Little did I know how terrible they are. I have had XXXX now, maybe XXXX. Each one ends up in a new XXXX towards the end of it 's lifeline. 

The credit system in America needs to be seriously reconsidered. As it stands it is 100 % pro business and NOT pro consumer. When I try to rent a house through a rental agency, they check my credit and I get denied often. I am basically limited to apartments, duplexes, and town homes because my credit score. This is very discriminating. Without knowing why my credit may look the way it does, I am denied access to a home and limited to multi occupant housing like apartments. I am not low income, just low credit score. Where I live, most apartments are for low income. 
When I do manage to find a place that will let me live there I call the utility company to get my services turned on. They check my credit too and based on the score will charge me astronomical deposits. They will base it on credit first, but then say it is based on the the previous occupants average usage. This is garbage. Again, I am discriminated against because of my credit score. My ex wife gets off scotch free. She never had credit. I did. So in divorce I was hit with everything. She did n't need to be part of the bankruptcy because she had no credit. 
When I go to get a new cell phone I have to pay a higher premium because my credit is low. I ca n't buy a phone for a reduced price because I have bad credit. 
This is basically the issue with all industries. Most can discriminate against me based on my credit score, which means I have to pay more than others because I had to file bankruptcy due to a nasty divorce. 
This also forces me to use other means to acquire cash to make big purchases. 
Those other means? Installment loans and payday loans. Some of the worst possible credit decisions you can make. They cost too much and have interest rates as high as 600 %. 
I got an installment loan for XXXX ... I have been paying for about 6 months now and I will still have paid them XXXX by the time I finish. That is n't include what I have paid in 6 months. So I get a small loan to make a purchase like tires for my car, or something else important and I am stuck in a financial XXXX because again, my credit score ca n't even get me a {$500.00} loan to rebuild my credit. 
Banks shun you! 
Please fix the American credit system so people like me do NOT need installment loans. We need to fix it so we can get rid of these evil companies.",Company disputes the facts presented in the complaint,"Enova International, Inc.",CA,960XX,Servicemember,Consent provided,Web,2/6/2017,Closed with explanation,Yes,No,2329290
11/19/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,HSBC NORTH AMERICA HOLDINGS INC.,PA,19133,Servicemember,N/A,Referral,11/23/2015,Closed with explanation,Yes,No,1663866
8/19/2015,Mortgage,Other mortgage,Other,,,,OCWEN LOAN SERVICING LLC,TN,38002,,N/A,Referral,8/28/2015,Closed with explanation,Yes,No,1526944
10/9/2013,Mortgage,Other mortgage,Other,,,,OCWEN LOAN SERVICING LLC,FL,32534,,N/A,Referral,10/10/2013,Closed with explanation,Yes,No,556077
5/5/2014,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"The Affiliated Group, Inc",MI,48228,,N/A,Phone,5/7/2014,Closed with non-monetary relief,Yes,No,838753
12/22/2016,Bank account or service,Checking account,Problems caused by my funds being low,,"I have excessive overdraft fees, equaling {$1500.00} this year and counting. This month alone has equaled {$710.00}. I can not get ahead. I do not have the means with which to replace these charges. There are pending charges on my account today and I will be hit with more fees. Additionally my car lease payment was returned twice, I have insurance policies that will be cancelled due to lack of payment and the fees I will incur from those agencies. The bank refuses to refund any of the fees because they already did so once in my lifetime with them. If they would refund my account, by next payday, I would b able to recover. I will not be able to pay my rent if this persists.",,PNC Bank N.A.,NJ,070XX,,Consent provided,Web,12/22/2016,Closed with explanation,Yes,No,2260897
1/6/2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"SELECT PORTFOLIO SERVICING, INC.",WA,98901,,N/A,Referral,1/7/2014,Closed with explanation,Yes,No,656221
10/13/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,FL,32256,,Other,Web,10/13/2015,Closed with explanation,Yes,No,1603262
7/23/2015,Credit reporting,,Incorrect information on credit report,Account status,This ticket was actually my sons while driving my car. I paid it to get it off of my credit report and contacted the courts who said it was paid and also sent me confirmation of the payment showing the balance of {$0.00}.,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,970XX,,Consent provided,Web,7/23/2015,Closed with explanation,Yes,No,1483218
12/27/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,MN,56379,,N/A,Postal mail,1/2/2014,Closed with explanation,Yes,No,647555
6/22/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,CA,91302,,Consent not provided,Web,6/24/2015,Closed with explanation,Yes,No,1432673
11/10/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",MI,48382,,N/A,Fax,11/14/2014,Closed with explanation,Yes,No,1109265
7/21/2015,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,OR,97333,,Consent not provided,Web,7/28/2015,Closed with explanation,Yes,No,1479491
9/6/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,NC,28384,,N/A,Phone,9/6/2016,Closed with monetary relief,Yes,No,2095811
5/15/2012,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD BANK US HOLDING COMPANY,FL,34746,,N/A,Referral,5/22/2012,Closed with monetary relief,Yes,Yes,78364
2/18/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"XXXX XXXX Hospital is the original creditor. I went to XXXX XXXX Hospital and was told at check-in that only a co-pay would be charged to me for any services rendered. I was admitted and discharged an hour or so later. XXXX XXXX Hospital then submitted an egregious bill consisting of fraudulent charges. My insurance, XXXX of Illinois, paid much of this bill directly to XXXX XXXX Hospital. Then XXXX XXXX Hospital sent me a bill for an additional {$1500.00}. I promptly called the hospital to dispute both bills as fraudulent and requested a breakdown of services rendered and associated costs, and emphasized that I had not consented to receive any particular services and was never informed of any costs other than the co-pay which I had been assured by the hospital was all that would be charged to me. A breakdown of services rendered and costs was never sent to me. Instead, the account was immediately sent to a collection company. The account is now with Syndicated Office Systems, per my credit report. XXXX XXXX Hospital has been paid in full - and then some - by my insurance company, XXXX of Illinois. The additional amount of {$1500.00} being charged to me individually and attempted to be collected is fraudulent. I do not know if the error is one of duplication of charges, inclusion of charges for services not rendered, general over-billing, or some combination of billing errors. I request full review of services rendered and charges assessed, the failure of the hospital to obtain my consent to receive any particular services at an additional cost to me, and the legitimacy of the {$1500.00} bill being charged individually to me.",,TENET HEALTHCARE CORPORATION,TX,787XX,,Consent provided,Web,2/18/2016,Closed with explanation,Yes,No,1792794
3/14/2015,Credit reporting,,Incorrect information on credit report,Account status,,,EXPERIAN DELAWARE GP,CA,91505,,N/A,Web,3/14/2015,Closed with non-monetary relief,Yes,No,1283193
3/24/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,M&T BANK CORPORATION,MD,20772,,N/A,Referral,3/31/2014,Closed with explanation,Yes,No,775245
8/18/2015,Credit card,,Billing statement,,"Macy 's Department Store charges interest even when a purchase is paid in full. This has happened on XXXX occasions. Both times, when I 've called, they have removed the interest charge, but clearly this is an automated part of their process. The creditor is Department Stores National Bank.",Company chooses not to provide a public response,"CITIBANK, N.A.",MD,209XX,,Consent provided,Web,8/18/2015,Closed with monetary relief,Yes,No,1523757
8/20/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,U.S. BANCORP,SC,29669,,N/A,Referral,8/26/2015,Closed with explanation,Yes,No,1527790
3/18/2014,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,TD BANK US HOLDING COMPANY,NV,89119,,N/A,Referral,3/21/2014,Closed with explanation,Yes,No,764248
7/15/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,,,,Consent not provided,Web,7/18/2016,Closed with non-monetary relief,Yes,No,2014609
2/27/2017,Bank account or service,Savings account,"Account opening, closing, or management",,"Citibank had a promotion requesting folks open a savings account and deposit money, maintain it for three months, after which customers would receive an account bonus. Through their promo page, I enrolled, opened the account, and maintained the required balance. Citibank has not deposited the bonus as promised. Their customer support appears to be totally in the dark and clueless about this.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,941XX,,Consent provided,Web,2/27/2017,Closed with monetary relief,Yes,No,2362761
11/5/2012,Student loan,Non-federal student loan,Problems when you are unable to pay,,,,"Navient Solutions, LLC.",MI,48095,,N/A,Web,11/5/2012,Closed with explanation,Yes,Yes,184531
7/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,"SANTANDER BANK, NATIONAL ASSOCIATION",NJ,7106,,N/A,Web,8/1/2013,Closed with explanation,Yes,No,470903
8/27/2015,Bank account or service,Checking account,Problems caused by my funds being low,,,Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NH,3038,,N/A,Referral,9/8/2015,Closed with monetary relief,Yes,Yes,1539033
3/9/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,Company believes it acted appropriately as authorized by contract or law,"CICA Collection Agency, Inc.",PR,009XX,,Other,Web,3/9/2017,Closed with explanation,Yes,No,2379038
2/3/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,Company chooses not to provide a public response,EXPERIAN DELAWARE GP,CO,80004,,Consent not provided,Web,2/3/2016,Closed with non-monetary relief,Yes,No,1770690
2/12/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. BANCORP,OR,97124,,N/A,Postal mail,2/18/2014,Closed with explanation,Yes,No,714275
4/7/2017,Credit card,,Other,,,,JPMORGAN CHASE & CO.,MI,49686,,,Web,4/7/2017,Closed with explanation,Yes,No,2425634
10/2/2014,Credit card,,Credit line increase/decrease,,,,"CITIBANK, N.A.",CA,92354,,N/A,Phone,10/8/2014,Closed with explanation,Yes,No,1055670
12/19/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,My Experian report shows that the company XXXX claims that I owe them a debt. I have requested by certified mail multiple times that XXXX and Experian verify and validate this debt. Both have failed to provide documentation that proves I owe this debt. Experian will not provide me any documentation or information in accordance with the FCRA to prove that this debt should remain on my report. XXXX sent me a rental application that was filled out but not an actual lease agreement. A rental APPLICATION is NOT a lease agreement. It is an APPLICATION. Their paperwork does not prove that I owe this debt and Procollect did not provide me with proof within the 30 day time frame allotted by law. THIS DEBT HAS NOT BEEN REMOVED AND MUST BE REMOVED. Both Experian and XXXX have not complied with the FCRA and are in violation. I request this debt be removed from my Experian credit report as this negative remark has cost me money and prevented me from qualifying for credit. I feel that I am being bullied and discriminated against.,Company chooses not to provide a public response,EXPERIAN DELAWARE GP,TX,799XX,,Consent provided,Web,12/19/2015,Closed with explanation,Yes,No,1707531
8/25/2014,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,PORTFOLIO RECOVERY ASSOCIATES INC,WV,26330,,N/A,Web,8/29/2014,Closed with explanation,Yes,Yes,999157
8/26/2015,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",FL,33914,,N/A,Postal mail,9/14/2015,Closed with explanation,Yes,No,1536737
4/23/2015,Credit card,,Credit line increase/decrease,,"I have had several cards in good standing with Chase and recently had my credit limits cut by 70 %. I understand that Chase must manage its risks in extending credit and may reduce credit accordingly ; however, a drastic decline of credit to just above the outstanding balance creates a hardship to consumers as it directly impacts my credit score as my percentage of credit used goes from 30 % to 100 %. In order to object to the bank 's decision, I had to have my credit pulled again negatively impacting my credit score.",,JPMORGAN CHASE & CO.,CO,800XX,,Consent provided,Web,4/23/2015,Closed with non-monetary relief,Yes,No,1344584
8/27/2015,Credit card,,Advertising and marketing,,"Did not like the way Discover.com has handled and determined to reverse the credit on a disputed charge by XXXX XXXX XXXX. A copy of my letter of intent to continue dispute lodged with Discover.com is below : I deny I ever viewed, received or agreed to the terms on the alleged documents posted by Discover Card in said dispute. I viewed and agreed to a different set of documents that did not include a trial or additional charges. By this notice I intend to continue this dispute with XXXX XXXX XXXX. There is no proof I agreed to the terms alleged. I have also notified the Federal Consumer watchdog agency, CFPB and the FBI of the outrageous nature of XXXX interstate business practices. XXXX XXXX XXXX_____________________Signature Date : XXXX XXXX, 2015",,DISCOVER BANK,CA,900XX,,Consent provided,Web,8/27/2015,Closed with explanation,Yes,No,1539858
12/13/2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Need information about my balance/terms,"Hello -- I was approached to consolidate my federal student loans via a company called studentloanaid.us. They charged me a yearly fee and then managed my student loans for me under a income contingent plan. I now can not reach this company, their website is defunct and they have no functional phone numbers. I have no idea what to do about my outstanding loan. Can you please help me?",Company disputes the facts presented in the complaint,Student Services,CA,941XX,,Consent provided,Web,12/13/2016,Closed,Yes,No,2247210
9/9/2016,Credit reporting,,Incorrect information on credit report,Personal information,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CA,92880,,Consent not provided,Web,9/9/2016,Closed with non-monetary relief,Yes,No,2101456
10/28/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"COLLECTIONS USA, INC.",AZ,85016,,Consent not provided,Web,10/28/2016,Closed with explanation,Yes,Yes,2184228
10/9/2012,Credit card,,Other fee,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WI,53024,,N/A,Referral,10/11/2012,Closed with explanation,Yes,Yes,168098
8/15/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I would like a real investigation do to a late payment from XXXX XXXX that was put on my experian credit report that is inaccurate. I have filed a dispute with XXXX XXXX do to automatic payments error once setup by a representative after filing they removed the late payment from XXXX and XXXX and I am trying to find out why this has not been removed from Experian. I have disputed with you previously and got letter saying updated. This is far from the truth and I believe you 're committing FRAUD on my account by reporting inaccurate information when I request physical proof! I request a human investigation to verify with documentation proof from the creditor reporting this information and have this sent to my address. 
If my request is not completed I will take legal action for my requested information of proof and compensation for violating the FCRA. 

If proof can not be provided I would like this to be removed off my credit report immediately. 

This Account is also a business card that should only report on my business profile. 

Attached if my proof this has been removed no please send me your proof.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,GA,300XX,,Consent provided,Web,8/15/2016,Closed with non-monetary relief,Yes,No,2063805
1/6/2014,Credit card,,Credit line increase/decrease,,,,SYNCHRONY BANK,NY,11216,,N/A,Web,1/5/2014,Closed with explanation,Yes,No,655642
11/15/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",NJ,7062,,N/A,Phone,11/18/2013,Closed with explanation,Yes,No,599649
8/2/2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"My husband and I have been receiving threats of criminal prosecution for a debt that my husband and I had with a company called XXXX back in XXXX of 2015, that we paid on for 5-6 months, but they were taking more than we thought they were supposed to, and we tried to negotiate with them, but they would n't and we had to close the account, because even after we asked them to stop automatic debiting, they refused. We only borrowed {$250.00}, and were paying well over {$100.00} per month. We included the loan as part of the bankruptcy for both my husband and I. I have discharged out of my Chapter XXXX, but my husband is still in his Chapter XXXX. We have been getting harassment calls from debt collectors for at least three months, soon after we went into bankruptcy. 
Today we were told that we committed fraud and that we would be prosecuted for fraud. that they were coming to our home to serve us a summons. We were also told that bankruptcy does n't have any bearing on this debt. We paid so much on the loan compared to how much we borrowed, and they are still saying we will be prosecuted unless we pay over {$700.00} more to them. 
The callers talk very fast, but refused to answer questions about the name of the company they work for. They have been very rude, and threatening. We think they said XXXX, btu do n't know what that stands for.",,Guidiville Indian Rancheria,VA,245XX,,Consent provided,Web,8/2/2016,Closed with explanation,No,No,2041540
2/10/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Trouble with how payments are handled,"I am contacting you today to request a gesture of goodwill. I have several loans with Fedloan. I am currently on an income based repayment plan that does not require me to make a payment. I would like to actually repay my student debt. My education has served me well and because of it I have been presented with an opportunity to purchase an existing and successful franchise. However, the late payments on my student loan account are preventing me from obtaining an approval for the business loan I need to acquire the franchise. 

The late payments reflecting on my account are actually due to miscommunication on both ends. There were periods of time where I requested a deferment or forbearance due to my financial hardships but my requests were not initially honored ( Apparently due to a mistake made by the customer service representative ). In XXXX or XXXX of XXXX my family was struggling to make ends meet and were on public assistance. I communicated this to a representative at the time and they informed me they would request a deferment of my payments for 1 year. I thought my account was squared away and did not check my monthly statements, for a while. 

In the XXXX I received a notification via email that my loan was on the verge of defaulting which prompted me to call. It was then that I was informed that the deferment I requested had not been implemented. The representative was very polite and helped me resolve the issue through backdating the forbearance and deferment request. It was my understanding I would not need another deferment for at least 12 months if my financial situation did not improve. This was not the case and lead to additional late payments on my accounts. 

I take complete responsibility for not following-up and ensuring the initial deferment was implemented and for not understanding that I needed to make another deferment request, however ; I would really like to be in a position to repay my loans in full. The franchise I seek to acquire will allow me to repay all of my student debt within a matter of 36 months. I understand Fedloan is obliged to report payment history accurately. I ask that either Fedloan stop reporting the late information and make it "" unavailable '' or better yet update my payment history to reflect the loans were in forbearance/deferment for the following months XXXX, XXXX, XXXX, XXXX, XXXX, XXXX of XXXX and XXXX and XXXX of XXXX and mark them as paid as agreed. Doing so will allow me to improve my financial position and repay my loans in full.",,AES/PHEAA,NE,681XX,,Consent provided,Web,2/10/2017,Closed with non-monetary relief,Yes,No,2339705
3/25/2014,Credit card,,Sale of account,,,,"CITIBANK, N.A.",TX,76112,,N/A,Phone,3/31/2014,Closed with monetary relief,Yes,No,776800
7/15/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"QUICKEN LOANS, INC.",VA,23692,,N/A,Web,7/16/2013,Closed with explanation,Yes,No,457147
8/28/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMORGAN CHASE & CO.,CA,94086,,N/A,Web,8/28/2014,Closed,Yes,No,1006523
1/17/2017,Credit card,,Closing/Cancelling account,,"I am writing because my Citibank XXXX card account that I have had open for over 16 years was closed without warning and with no opportunity to appeal the decision. It came as a complete surprise when I found that my account had been closed. Calling to try to request reopening the account and to explain what had happened was even more frustrating as there was no real process or means to have my story heard and have the situation rectified. 

About a month ago ( XXXX XXXX ) I got an email from my dad 's secretary that Citibank was trying to reach me and they left a number. I called the number and the person on the phone told me that I should pay approx. {$150.00}. I could not understand why a creditor would be coming after for me for such a small amount so I thought maybe it was some type of scam. ( If you have access to this call, you can listen for yourself ). In order to make sure this was not a scam, I told the person on the phone that I would pay through my online account. Unfortunately, I was locked out of my online account and when I called to get a new password, they told me I needed my debit card. When I gave them my debit card number, they told me it was n't the most recent because citi had sent me another card. I did n't know what they were talking about so I just asked them to send a new card. I 'm sure you can see all of this in my account notes. I never received that debit card and a couple weeks passed before there was another call to my dad 's office. This again was strange that they were not calling my cell phone but an office where I did not even work. I told them I would pay as soon as I received my card and had access to my account. I was not told anything about the possibility of my account being shut down. I also received no emails or online messages that my account would be shut down. I had assumed that my credit card account had been in autopay which it has always been on, but I 'm guessing after a period of dormant activity that the autopay was turned off. Approximately a week later I received my new debit card, logged into my account and paid my balance fully. I then asked if I could speak to someone about having the late fees on my account waived. It was then that they informed me that my account had been shut down and there was no way to reopen it. This is an account that I have had open since XXXX XXXX. There was absolutely no one to look into reopening to my account and no investigation as to why it had been closed. Whomever I was speaking to on the phone ( wherever they were located in the world ) did not have enough communication skills to warn me about my account closing and tell me what was actually happening and came across instead as someone trying to perpetrate a fraud against my account. Now because I was trying to be safe with my money and because Citibank could not effectively warn me that my account would be closed, I will have a HUGE ding to my credit score and no opportunity to explain or rectify this situation through a process. 

As further proof that I was not sufficiently warned, I received the email ( see below ) on XXXX XXXX from Citibank letting me know my monthly statement was available. It said nothing about shutting down an account. There was a Statement summary with a statement date of XXXX XXXX, XXXX. The statement balance was {$990.00}. The minimum payment due was {$200.00}. The Payment due date was XXXX XXXX, XXXX. I paid off the full balance on XXXX XXXX, XXXX. So why was my account closed? You can also see why I would be in no rush to pay off my balance to someone over the phone when I received an email like this.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,100XX,,Consent provided,Web,1/17/2017,Closed with monetary relief,Yes,No,2291415
5/12/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,Ally financial continues to call and harass me after I 've already spoken with them today and come to a resolution.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,TX,760XX,,Consent provided,Web,5/12/2016,Closed with explanation,Yes,No,1923364
1/29/2015,Consumer Loan,Installment loan,Managing the loan or lease,,,,Delbert Services,CO,80017,,N/A,Web,1/29/2015,Closed with explanation,Yes,No,1216876
5/19/2015,Credit card,,Other,,,,JPMORGAN CHASE & CO.,CA,94117,,Consent not provided,Web,5/20/2015,Closed with explanation,Yes,Yes,1381945
11/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"LoanCare, LLC",WI,54467,,N/A,Web,12/2/2013,Closed with explanation,Yes,No,615464
1/23/2015,Consumer Loan,Installment loan,Managing the loan or lease,,,,"CITIBANK, N.A.",ND,58329,,N/A,Web,1/27/2015,Closed with explanation,Yes,No,1206155
4/9/2013,Credit card,,APR or interest rate,,,,"CITIBANK, N.A.",CT,6762,,N/A,Web,4/10/2013,Closed with explanation,Yes,Yes,377958
5/25/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,CAPITAL ONE FINANCIAL CORPORATION,WA,98270,,Consent not provided,Web,6/18/2015,Closed with explanation,Yes,No,1390698
2/2/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"The mortgage servicer Rushmore Loan Management Services did not provide me with the Notice of Transfer Letter in accordance with 12 CFR 1024.33. The transfer was done on XXXX XXXX, 2015. Regulation X prescribes the requirements for Notice of Transfer under 1024.33 ( 12 CFR 1024.33 ). I, the borrower should have receive the notice from the servicer at least 15 days before the date of transfer of servicing.",,RUSHMORE LOAN MANAGEMENT SERVICES LLC,NJ,073XX,,Consent provided,Web,2/4/2016,Closed with explanation,Yes,No,1766984
8/4/2016,Bank account or service,Checking account,Problems caused by my funds being low,,"Hello, On XXXX XXXX, 2016 I had approximately {$9.00} in my checking account. On XXXX XXXX an overdraft fee of {$36.00} dollars was charged to my account. On XXXX XXXX there was a scheduled insurance payment to come out of my account to the tune of {$140.00}, this draft did not come out of my account on XXXX XXXX but instead came out on XXXX XXXX when my direct deposit came in.On XXXX XXXX I had a direct deposit of {$720.00} come in at or around XXXX. The bank processed the automatic draft first and than the direct deposit credit after resulting in an overdraft fee. When I went to talk to the bank about this they denied me a refund for the overdraft fee and recommended that I better manage my finances and bill payments. I would recommend that they process the credits to my accounts first before the debits to avoid unnecessary fees. We are a hard working family of XXXX and do our best to make ends meet and can not afford {$36.00} this month due to bills. Any help in this matter will be greatly appreciated and we thank you for your time.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,NC,286XX,,Consent provided,Web,8/4/2016,Closed with explanation,Yes,No,2045923
8/13/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",CO,80237,,Consent not provided,Web,8/13/2015,Closed with explanation,Yes,Yes,1518364
9/26/2013,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,49519,,N/A,Web,9/26/2013,Closed with explanation,Yes,No,543145
4/6/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Hello, My principal loan amount on my XXXX 2016 statement from Seterus went up XXXX. I have called and written the office for a explanation and the company can not provide any documentation of the increase of my principal balance. I was not given any written corpsependence regarding why. After calling multiple times and faxing for a answer im now being hung up on.",,"Seterus, Inc.",MA,019XX,Older American,Consent provided,Web,4/8/2016,Closed with explanation,Yes,No,1867645
4/15/2014,Credit reporting,,Incorrect information on credit report,Account status,,,EXPERIAN DELAWARE GP,TX,78210,,N/A,Postal mail,5/20/2014,Closed with explanation,Yes,No,810193
6/30/2015,Credit reporting,,Incorrect information on credit report,Public record,"Good day! I have a public record on my credit report from 2008 concerning XXXX XXXX XXXX that I believe should be deleted based the statue of limitations. I have paid the debt and it should not still be on file since it is now 7 years. Please assist me inn this issue, if at all possible. Thank you ...",Company chooses not to provide a public response,EXPERIAN DELAWARE GP,MD,207XX,,Consent provided,Web,6/30/2015,Closed with non-monetary relief,Yes,No,1444898
12/13/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,AMERICAN EXPRESS CENTURION BANK,FL,33433,,N/A,Web,12/18/2013,Closed with non-monetary relief,Yes,No,634260
5/28/2014,Credit card,,Customer service / Customer relations,,,,"CITIBANK, N.A.",TX,77512,,N/A,Referral,6/3/2014,Closed with monetary relief,Yes,No,871156
2/22/2017,Credit card,,Other,,,Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,CA,94954,Older American,Consent not provided,Web,2/22/2017,Closed with explanation,Yes,No,2355404
10/21/2014,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,IL,60506,,N/A,Postal mail,10/27/2014,Closed with explanation,Yes,No,1080337
4/15/2012,Credit card,,Credit card protection / Debt protection,,,,DISCOVER BANK,PA,19348,,N/A,Web,4/17/2012,Closed without relief,Yes,No,58215
9/6/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,"After my mother passed away, I was executor of the estate, my mothers home mortgage was paid in full but unknown to me there was a HELOC and I could not find the account information anywhere. When I called CHASE BANK they said their was still a mortgage, and that they had to do a title search, in the mean time they would not talk to me because I did not know the account # and/or the original line of credit. I called the columbus branch and they went into the account and could not find any of the information. The loan originated from Bank One, then to CHASE and they could not find the paperwork. While they were doing a title search they put the house into foreclosure for around {$1500.00} they served me the papers and when I called they would not talk to me because my name was not on the account - yet they had my name on the papers that was served to me. I made a formal complaint to the XXXX office, faxed all the information five different times, and there was no response and {$16000.00} later in legal fees for the foreclosure they are doing the same again. I feel this is entrapment, and an illegal processes that CHASE Bank takes advantage of for people.",,JPMORGAN CHASE & CO.,OH,453XX,Older American,Consent provided,Web,9/6/2016,Closed with explanation,Yes,No,2097707
5/7/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,"Hi I am a XXXX XXXX person I get a check of XXXX a month I am fully aware I got a personal loan out for medication and I am having trouble paying it back on XXXX/XXXX/2016 I got a letter stating "" '' LEGAL ACTION NOTICE '' YOUR ACCOUNT HAS STILL BEEN UNPAID! 
you signed a legal binding contract on a loan that you made with AAA LOANS AND TAX SERVICE. you have received the money and to this date, you have failed to pay. You are past due XXXX. 
IT IS OUR RIGHT TO FILE A LEGAL LAWSUIT AGAINST YOU. YOU WILL BE SUMMONED TO APPEAR IN COURT AND WILL BE ACCESSED ADDITIONAL COURT AND FILLING FEES. you must make a payment or call the office with en 5 days of receiving the letter to avoid legal action.. call our office to work together on bringing it up to date or LEGAL ACTION WILL BE THE NEXT STEP.",,The AAA Company,TX,785XX,,Consent provided,Web,6/27/2016,Untimely response,No,No,1914628
